lhs	op	rhs	block	group	label	est	se	z	pvalue	std.lv	std.all	std.nox
QIadvisor	~~	QIadvisor	1	1		0.181863362122781	0.00752448174805228	24.1695532280155	0	0.181863362122781	0.159953559746376	0.159953559746376
QIfaculty	~~	QIfaculty	1	1		0.15512139327581	0.00672725835782408	23.0586347401684	0	0.15512139327581	0.138188551700057	0.138188551700057
QIstaff	~~	QIstaff	1	1		0.175674398257719	0.00756483477954576	23.2225029861482	0	0.175674398257719	0.151855249013897	0.151855249013897
Belong	~~	Belong	1	1		0.332288974138072	0.0149757289989505	22.1885007508722	0	0.803668674839299	0.803668674839299	0.803668674839299
Gains	~~	Gains	1	1		0.240004286502001	0.013297439382513	18.0489099892137	0	0.892838487812289	0.892838487812289	0.892838487812289
SupportEnv	~~	SupportEnv	1	1		0.279715043760957	0.0133696339248696	20.9216681124412	0	0.797860590319549	0.797860590319549	0.797860590319549
Satisf	~~	Satisf	1	1		0.235492178355889	0.0145247244682388	16.2131941897307	0	0.749045251846422	0.749045251846422	0.749045251846422
DevAdj	~~	DevAdj	1	1		0.0302299619368526	0.00548652634737864	5.50985450954699	3.59130412075359e-08	0.372399519832212	0.372399519832212	0.372399519832212
EmoDiss	~~	EmoDiss	1	1		0.914545719730384	0.0340060569694899	26.8936125276421	0	0.981834973373871	0.981834973373871	0.981834973373871
QualEngag	~~	QualEngag	1	1		0.956333945927429	0.0355135349604054	26.9287173747604	0	0.983256232072611	0.983256232072611	0.983256232072611
x_FASt	~~	x_FASt	1	1		0.248408909636221	0	NA	NA	0.248408909636221	1	0.248408909636221
x_FASt	~~	credit_dose_c	1	1		0.700724099197916	0	NA	NA	0.700724099197916	0.763693190008313	0.700724099197916
x_FASt	~~	XZ_c	1	1		0.380700716166512	0	NA	NA	0.380700716166512	0.549589688492753	0.380700716166512
x_FASt	~~	cohort	1	1		-0.00075348588758159	0	NA	NA	-0.00075348588758159	-0.00302535200006163	-0.00075348588758159
x_FASt	~~	hgrades_c	1	1		-0.0203560885681718	0	NA	NA	-0.0203560885681718	-0.0424132773786995	-0.0203560885681718
x_FASt	~~	bparented_c	1	1		-0.000855258999948235	0	NA	NA	-0.000855258999948235	-0.00177402308158864	-0.000855258999948235
x_FASt	~~	hapcl	1	1		-0.00367135073082497	0	NA	NA	-0.00367135073082497	-0.0174345457736969	-0.00367135073082497
x_FASt	~~	hprecalc13	1	1		-0.00741215222389091	0	NA	NA	-0.00741215222389091	-0.0325065047565362	-0.00741215222389091
x_FASt	~~	hchallenge_c	1	1		0.00118169446556994	0	NA	NA	0.00118169446556994	0.00189953679412664	0.00118169446556994
x_FASt	~~	cSFcareer_c	1	1		0.00384121840363945	0	NA	NA	0.00384121840363945	0.00953680547293204	0.00384121840363945
credit_dose_c	~~	credit_dose_c	1	1		3.38913683354523	0	NA	NA	3.38913683354523	1	3.38913683354523
credit_dose_c	~~	XZ_c	1	1		2.42208006182587	0	NA	NA	2.42208006182587	0.946634676453351	2.42208006182587
credit_dose_c	~~	cohort	1	1		0.00492429241478319	0	NA	NA	0.00492429241478319	0.00535283253321251	0.00492429241478319
